Ticker and Top 10 Smallest DTW Values
"MMM: FE (39.123743000000005), MO (39.59057899999998), CPB (45.47594800000001), DD (46.144327), IP (49.03760599999984), C (49.56037100000007), MTB (49.89352700000007), PNW (50.081526), LVS (50.14654700000003), CTSH (50.20816500000011)"
"ORLY: AZO (14.746157000000023), PH (28.50217599999996), ORCL (29.76797599999997), LIN (30.030853999999994), GWW (31.320272999999943), ETN (32.74120299999991), NEM (32.78365400000001), ABBV (33.642632000000006), HCA (34.107865999999994), ELV (34.48635800000003)"
"OXY: HAL (54.71628899999988), APA (59.55921099999996), AAL (60.11822799999999), SLB (60.60511300000005), GE (63.82389799999988), EQT (67.51793199999985), BKR (71.73324900000013), NCLH (77.45927199999986), CCL (79.32861399999986), MHK (83.49954699999991)"
"ODFL: MSFT (17.342590000000012), FTNT (18.370790999999983), MPWR (19.311692999999977), KLAC (20.28488799999997), CPRT (22.308628), EPAM (23.021821000000003), GNRC (24.80745899999997), INTU (25.74017500000005), LRCX (26.46379299999996), SNPS (26.566125000000003)"
"OMC: L (33.90226899999995), JNPR (39.66049399999993), IBM (41.89721700000008), BMY (44.81690799999999), SJM (46.61505199999991), LYB (50.207200999999976), TRV (51.337304000000096), CHRW (53.47770299999992), AMCR (53.49184600000005), GD (54.3388529999999)"
"ON: PWR (22.408897999999983), AVGO (23.58234), KLAC (27.65231800000001), SNPS (28.05410400000001), ODFL (31.66220000000001), FICO (35.551781000000034), LLY (35.76144099999996), CDNS (35.976906999999976), CPRT (41.808241), FTNT (41.86459099999996)"
"OKE: FMC (49.62609199999989), CINF (51.117625000000096), SYY (51.68899100000007), BSX (54.1997450000001), NRG (54.25995299999996), MAR (55.83817599999986), YUM (56.86734900000004), SRE (58.07527099999999), HLT (59.362232000000006), AXP (60.05920700000006)"
"ORCL: IRM (21.52607900000004), HSY (25.843777999999983), LIN (26.502233000000015), AZO (27.431763999999923), ORLY (29.76797599999997), ABBV (32.79581999999998), PCAR (33.39246200000003), AMP (33.48329100000002), PH (33.50231500000006), MMC (33.68552899999994)"
"PCAR: ADM (26.620075999999948), MRK (29.500823999999945), IRM (30.741491), HSY (31.591045), ORCL (33.39246200000003), HUBB (38.37564799999993), EXC (38.96619799999998), ABBV (40.21872200000003), VRTX (40.41511400000012), NOC (40.480694000000014)"
"PKG: WMT (27.719467999999974), EXC (27.745008000000038), ITW (27.923769999999987), AME (28.061054999999996), UNP (29.79788900000002), HLT (30.314641999999992), JBHT (31.503963999999986), AXP (31.845559000000005), CMI (32.44264399999997), FMC (33.11207000000002)"
"PANW: AJG (27.258820000000007), PGR (29.322129), NUE (37.67931400000002), ETN (37.817846), TDG (39.78826899999984), URI (41.23531600000005), PHM (42.065085000000025), AVGO (42.914080000000055), PWR (47.84077000000012), ALB (50.49557799999998)"
"PARA: XOM (61.751921999999965), EOG (75.50610599999996), PXD (79.29314900000001), FANG (81.53545799999993), MRO (87.36366400000013), MOS (90.0844200000001), CAH (90.7229199999999), BG (96.69698099999984), VLO (100.72107599999988), PSX (101.5351650000002)"
"PH: LIN (24.20069599999996), ETN (26.159570000000013), ORLY (28.50217599999996), CAT (28.82750999999996), AMP (31.39563100000007), NEM (31.692233000000044), ORCL (33.50231500000006), MMC (36.001985999999995), TT (36.64950299999997), RSG (36.778035000000045)"
"PAYX: APH (19.40831199999998), AON (19.624961999999943), MAA (19.816555999999974), AME (20.76646799999998), FAST (20.85766199999999), ADP (21.127180000000024), ITW (21.51811400000005), DOV (22.554367000000028), WAT (22.583296999999945), J (22.660526999999988)"
"PAYC: MSCI (30.801625999999985), GNRC (30.904406), NOW (34.982148999999986), MTCH (35.23237399999998), TER (36.706448000000016), LRCX (36.72295699999995), MPWR (37.50141199999997), EPAM (37.713315999999935), CPRT (38.69680400000002), KLAC (39.62456599999992)"
"PNR: GS (25.71975600000001), COF (28.860836999999997), NWSA (30.152819999999966), GM (30.15952499999999), MET (31.221994000000038), LH (33.945604), NWS (35.34258899999999), TEL (37.20435499999996), PFE (37.682908), LKQ (38.18461300000006)"
"PEP: MDLZ (16.358596999999993), SO (18.301041999999956), PG (25.299951999999955), SRE (25.398436), DTE (26.723581000000028), PEG (26.729318999999983), TRV (29.126055000000047), CB (29.966129000000056), CMS (31.392193000000045), PSA (31.541035000000004)"
"PFE: LH (25.684882000000037), CB (27.132853000000043), BRK-B (28.162023000000023), WTW (30.56139600000004), CMCSA (31.32332800000001), EXC (32.073179999999965), LNT (32.855146999999995), EMR (33.780133999999954), ALLE (34.591235999999995), ES (34.77188599999997)"
"PCG: VTRS (86.83330300000002), CCL (115.10462400000004), OXY (125.432047), AAL (131.00831599999995), APA (133.139311), HAL (156.54338800000002), GE (158.70330399999992), EQT (166.24712900000011), SLB (172.56400699999995), MRO (189.524327)"
"PM: EQR (33.67665400000004), KO (35.794057000000016), ESS (35.91269399999996), CAG (37.844827999999886), AVB (38.86947700000009), GD (39.24222699999999), MDT (41.35983200000001), UDR (43.36986999999995), DUK (44.10184100000003), SJM (44.278119999999866)"
"PSX: EOG (61.67464599999993), EG (64.447813), DLTR (65.99384500000005), GD (70.01287200000003), PFE (72.2462070000001), PXD (72.32365300000009), FANG (74.13845800000003), CTRA (75.86829900000001), KR (77.62571999999989), WYNN (81.25588599999988)"
"PNW: MDT (42.204992999999966), FLT (47.58614099999984), T (47.85574299999988), VFC (49.22308100000001), MMM (50.081526), BDX (50.3093370000001), CLX (50.62292200000006), AEP (52.092557000000006), ETR (53.48094500000005), ECL (54.19074199999994)"
"PXD: BG (32.86444000000002), EOG (33.77349199999989), XOM (37.89610300000002), MET (40.02506699999996), CVX (44.47290499999996), PFG (45.85172699999986), GM (48.723567999999965), GPC (48.99803799999991), LKQ (49.30664099999991), GIS (50.82822199999989)"
"PNC: CE (23.05409300000001), TEL (23.483400999999937), DGX (27.09792299999997), CFG (27.23643599999999), LH (27.59740999999997), RF (28.024844000000005), CPT (28.73006100000002), MAR (28.897478000000024), ZION (29.106698), AXP (32.190863999999955)"
"POOL: WST (16.82876000000001), INTU (18.95852299999999), MSFT (20.347569000000004), MPWR (21.734394999999974), IDXX (22.61067299999998), MSCI (22.89623099999997), NOW (23.61246599999996), AAPL (23.83116299999997), ADBE (24.58581100000001), EPAM (25.136995)"
"PPG: DIS (35.51907300000003), DUK (35.574070000000084), SYF (35.65671400000006), CHRW (37.48607200000007), L (39.556244000000014), WY (40.52355199999996), MDT (40.52364899999992), HIG (42.26140499999995), AVB (43.136796), TRV (43.65160700000002)"
"PPL: FRT (47.388129999999926), K (48.53958800000011), T (48.64125699999988), MO (49.077585999999954), EIX (50.22786999999985), BXP (51.46067800000005), REG (54.59142500000005), UHS (57.22236200000004), XRAY (59.60178999999995), IFF (60.198484)"
"PFG: CVX (27.573536000000008), GPC (34.032639999999965), PKG (36.24535600000004), JBHT (37.01499499999994), MET (37.92340100000013), RHI (38.927502), BRK-B (39.19396800000003), CB (39.29915099999998), FANG (40.95008500000009), EG (41.87621399999996)"
"PG: CHD (22.635699999999947), PEP (25.299951999999955), SO (29.182781), DTE (30.72872999999998), PEG (30.86026200000002), MDLZ (31.985207), WMT (33.00958500000002), WEC (33.01825199999998), APD (33.17177399999998), UPS (33.632962000000006)"
"PGR: AJG (18.321196999999984), AVGO (29.05614299999997), PWR (29.31826199999996), PANW (29.322129), CTAS (29.550540000000023), KLAC (32.101403999999974), SNPS (32.12437300000008), TDG (32.89492199999999), MSI (33.34563199999998), ETN (34.16006400000006)"
"PLD: COST (14.947658000000017), BRO (15.578072999999998), ACN (16.321623000000013), TMO (16.464816999999982), NDAQ (17.185288), ZTS (17.830386999999977), DHR (18.102123), A (18.28660799999999), RSG (20.60893300000001), UNH (20.652593)"
"PRU: TXT (32.499781), HBAN (32.73139699999994), GD (34.05395400000008), L (34.31693100000003), BK (36.00773900000001), WY (40.457294999999846), AMCR (41.86527900000001), TFC (43.315988999999874), EMN (44.28304400000003), ESS (44.976398)"
"PEG: DTE (22.881596000000005), TRV (23.064950000000035), SO (25.002847999999982), PEP (26.729318999999983), UDR (28.344799999999967), JNJ (28.50544900000002), GL (28.789809999999957), CMCSA (29.617848999999996), DUK (29.79165899999999), AEP (30.647705999999957)"
"PTC: XYL (29.79840899999997), BR (30.835497999999976), RSG (32.18075000000001), EL (32.31894199999997), IQV (32.48775400000002), ROL (33.88017200000001), ADP (34.174619999999926), ADI (34.386466999999975), RMD (34.855710999999985), MMC (35.43315499999994)"
"PSA: MDLZ (25.95283999999996), JBHT (28.238084999999952), IPG (28.56151899999999), VMC (28.646995000000043), UPS (29.77658100000004), JCI (30.90483700000004), PEP (31.541035000000004), GPC (31.774543999999985), NXPI (34.10190399999993), CPT (34.906679999999945)"
"PHM: ETN (26.581035000000025), TDG (30.68161000000002), HUBB (31.24286400000001), NUE (31.44357299999998), AJG (37.092712), DHI (37.666127000000046), PANW (42.065085000000025), PGR (42.22984399999984), GWW (42.47112500000007), ORLY (42.99039800000003)"
"QRVO: TSCO (40.13985700000014), SHW (42.46688199999993), AES (43.165888000000045), NXPI (43.76773700000002), TROW (45.15615899999988), CBRE (45.25458799999996), CMI (45.80106000000003), MLM (46.21720000000005), AMP (48.03873300000011), J (48.25773600000001)"
"PWR: ON (22.408897999999983), SNPS (24.51878599999999), AVGO (26.85542499999994), LLY (28.33797), PGR (29.31826199999996), CDNS (31.60392899999999), AJG (32.55060400000003), FICO (33.57846300000004), KLAC (34.086859000000004), ANET (45.30420399999998)"
"QCOM: LOW (27.40291699999997), STX (33.839825000000054), SBAC (34.006053), TGT (34.810932000000044), EXR (36.401702999999976), TYL (37.042081), RVTY (37.68426599999994), TSCO (38.33318099999996), STE (38.560569000000015), HPQ (39.31294600000015)"
"DGX: BRK-B (26.290099), PNC (27.09792299999997), CMI (27.22761899999997), TEL (27.398165000000017), VMC (28.31342200000005), EXC (28.572365000000005), LH (29.88283200000001), COO (30.270361), CE (30.365701), MAS (31.200544999999984)"
"RL: IBM (54.30531700000003), WAB (56.63010200000004), IP (57.229793999999934), LYB (60.84507400000007), WY (62.65476100000004), KIM (65.85821499999987), L (67.53883100000013), BWA (69.17244400000017), CTSH (70.21451000000005), OMC (70.93523899999994)"
"RJF: APH (22.445193), ABBV (25.582646999999977), HCA (26.127399000000008), RVTY (26.646867999999976), LIN (26.753732999999965), SCHW (28.00181399999996), HPQ (28.00522699999996), TRMB (28.580084000000014), ROK (30.117672000000063), MS (30.169701000000035)"
"RTX: L (30.308319000000058), DUK (36.49380999999998), USB (36.68457799999997), CNP (36.98586499999999), ESS (37.112904999999934), FE (37.59217800000003), KO (37.79444100000006), BK (39.12757499999995), WELL (42.87922000000006), GL (42.96740099999982)"
"O: BF-B (34.139953999999975), EVRG (34.173321999999985), KO (34.88072100000011), DUK (36.45749400000008), ETR (37.592847999999954), ECL (37.665690000000126), NI (38.60548799999994), ESS (39.64602100000005), AEP (40.22873199999996), HRL (40.870260999999886)"
"REG: CTSH (42.78007499999988), HSIC (49.32656600000017), MO (49.821497999999885), AIG (50.02569699999995), USB (51.63207899999994), BK (53.03285999999997), PPL (54.59142500000005), UHS (55.03342800000008), EIX (56.23987199999998), AMCR (60.160320000000006)"
"REGN: GIS (42.16112999999999), KR (42.39372800000009), BG (45.96990399999996), DVA (58.95747500000001), LKQ (64.00773599999998), NWSA (64.16384299999993), OMC (65.32610700000002), SEE (66.01657000000002), PXD (68.43820200000002), EXPE (68.60563000000005)"
"RF: ZION (24.767910000000025), PNC (28.024844000000005), BAC (33.42475900000007), CFG (34.23115200000003), AXP (34.894042000000084), CE (36.64219399999999), UNP (36.95544899999995), DOV (36.95805199999997), NTAP (37.33036599999998), MAR (37.86292699999993)"
"RSG: MMC (15.180068999999971), LIN (18.462499), ACN (19.021232000000023), WRB (19.50868400000003), BRO (20.164490999999995), PLD (20.60893300000001), COST (22.03445500000004), UNH (22.43483400000006), BR (22.44711899999998), ROL (22.60406199999999)"
"RMD: ZTS (17.35235099999997), TMO (20.459719000000003), BIO (21.89706600000003), BRO (22.12443), PLD (22.181880999999944), ACN (22.185701), DHR (22.771102000000017), A (22.88067000000004), SPGI (23.23083800000002), MTD (23.95796899999996)"
"RVTY: NDAQ (23.86749300000002), STE (24.19501700000001), ACN (24.51242899999999), MCO (24.78768500000004), A (25.917760999999988), LOW (26.239604), GOOGL (26.552363999999944), RJF (26.646867999999976), GOOG (27.212453999999976), AWK (27.34878900000004)"
"RHI: JCI (29.377817999999998), JBHT (31.398595000000007), AXP (33.695320999999964), GS (34.22923899999992), COF (34.668928), NXPI (34.68318799999997), SCHW (36.56567399999998), APTV (37.158116000000014), TEL (37.90273700000001), HPQ (37.932457999999976)"
"ROK: APH (18.94481600000001), BLK (22.122547000000047), MLM (22.84784999999996), PAYX (23.279406000000023), WAT (24.57208599999998), ITW (24.979195000000026), FAST (25.007302), TROW (25.272602000000017), NDSN (25.88519499999995), ABT (27.66862799999999)"
"ROL: RSG (22.60406199999999), CRM (26.856407000000004), ADP (27.91897699999999), ADI (29.873885000000005), MMC (30.154994999999943), AON (30.36752099999997), ACN (30.60640899999994), LIN (30.61542100000002), TMUS (30.933314000000003), BR (31.54693799999993)"
"ROP: SYK (19.18985700000002), IEX (22.24212899999996), VRSK (25.030213000000007), CCI (25.734269999999903), AEE (25.88272299999995), ARE (26.304813999999965), EXPD (26.721692999999984), ICE (27.201686000000013), APH (27.752792999999937), SBAC (28.06540599999994)"
"ROST: ALLE (28.93989199999999), FI (34.513166000000005), SYY (35.47482800000001), FIS (35.513978000000016), CSCO (36.927802000000014), APD (37.75134100000003), BF-B (39.56171400000007), INTC (39.690636000000005), MKC (40.12199599999999), LNT (40.41957)"
"RCL: DAL (59.12162500000018), INCY (65.35958500000007), LVS (76.65885899999999), UAL (82.7548659999999), HAL (84.45834799999986), HII (89.21381600000004), DD (89.65754000000015), MTB (89.92688399999994), WELL (89.95957799999992), CNP (93.535863)"
"SPGI: MCO (17.52649000000004), TMO (19.485579000000023), GOOG (21.26259899999997), NDAQ (21.425623999999985), DHR (21.44682899999999), A (21.71423499999993), EL (21.834791000000003), GOOGL (22.027695999999995), ACN (22.040771999999983), PLD (22.97585299999992)"
"CRM: NVR (25.840770999999965), XYL (25.867579000000063), META (26.28374799999997), ROL (26.856407000000004), COST (27.00669000000001), HD (27.349489999999985), ACN (27.83688000000001), AVY (27.912008), BR (28.092166999999986), SPGI (28.14205099999996)"
"SBAC: AMT (23.021718000000025), ABT (23.394091), VRSK (25.054401000000016), DG (25.97294199999997), TSCO (27.031726999999965), CME (27.552956000000005), ROP (28.06540599999994), CCI (28.17470699999994), IEX (28.50291799999999), V (28.82358000000004)"
"SLB: BKR (55.60044100000011), EQT (57.16644100000016), APA (59.455235), HAL (60.147067000000064), OXY (60.60511300000005), GE (62.278056), AAL (65.49608899999981), NCLH (70.95072399999997), KMI (81.20476299999999), MRO (90.89852599999976)"
"STX: AMP (32.699944999999985), MS (33.28406599999995), QCOM (33.839825000000054), CBRE (35.930197999999955), TSCO (36.33811799999991), HPQ (39.94130899999998), LOW (40.48546999999991), SBAC (40.73284099999997), TRMB (41.94196999999998), EXR (42.98762599999999)"
"SEE: WHR (38.39767199999997), JNPR (40.996470000000045), AKAM (46.9908189999999), SYF (48.628911000000045), WY (54.32634600000016), DVA (56.28824999999989), NWS (57.82254499999991), CVS (58.70399200000021), SJM (59.01792), KIM (62.38139999999993)"
"SRE: SO (19.99212200000002), PEP (25.398436), MDLZ (25.859251000000043), ADM (28.416215999999924), EXC (29.61539700000004), YUM (30.478602000000024), MRK (32.089533999999894), GPC (33.65845999999999), DTE (34.69609900000001), CB (35.80538199999991)"
"NOW: MSFT (23.03062800000003), POOL (23.61246599999996), ADBE (24.187403000000003), IDXX (24.478637999999982), TER (25.659247999999945), LRCX (27.034237), MSCI (27.222965), INTU (27.41571099999994), AMAT (27.992310000000007), FTNT (28.408127000000007)"
"SHW: MAA (19.35369600000001), HD (20.357737000000007), NDAQ (20.69927700000005), MMC (20.716017), FAST (21.352136000000097), IQV (22.00481299999997), MCO (22.079952000000013), AON (22.51904299999995), A (22.907868999999923), ADI (23.08754399999999)"
"SPG: FRT (45.52598299999995), WFC (65.09723500000005), UHS (66.68440999999981), PPL (74.78613000000006), BXP (76.19899699999978), BKR (76.36696099999998), BEN (77.82627899999976), VTR (77.82691899999982), AIG (78.06543700000014), IVZ (78.93723400000017)"
"SWKS: NXPI (30.114817), GS (34.12172099999997), APTV (34.754692000000055), KMX (37.36971499999994), PNR (38.60704499999997), RHI (41.87816100000005), COF (44.19521899999991), JCI (44.468916999999806), CMI (45.28728599999994), BLK (45.82012700000002)"
"SJM: L (40.62649900000008), JNPR (41.05656400000012), BK (41.22082300000005), HSIC (42.81859099999998), EQR (43.02143600000008), IBM (43.486651999999935), PM (44.278119999999866), AMCR (46.03909599999996), OMC (46.61505199999991), LYB (49.22961499999993)"
"SNA: GPC (33.590908999999854), MDLZ (36.86308600000001), GIS (39.45366000000013), SO (44.665094999999965), MNST (45.09601500000007), IPG (47.912504000000006), AMGN (48.25474600000012), EG (48.58311000000005), PFG (48.886811000000016), PEP (49.11777400000002)"
"SO: MDLZ (17.168213999999992), PEP (18.301041999999956), SRE (19.99212200000002), DTE (24.075477000000024), PEG (25.002847999999982), PG (29.182781), STZ (31.660731999999992), AEP (34.16396899999996), GL (34.56849200000005), CMS (35.396944000000005)"
"LUV: MMM (56.455788999999896), VFC (59.66807599999998), ZBH (59.69074700000008), C (60.85960100000009), DAL (61.29553300000003), LVS (63.446630999999954), HST (67.09260199999994), DD (68.44878900000006), MDT (68.92489999999994), TPR (71.2585740000001)"
"SWK: CMCSA (33.89242099999999), STZ (34.30604999999997), EMR (35.01079600000003), ALL (37.08367299999999), SBUX (37.26068299999999), HON (38.13876600000009), HIG (39.06656400000005), MGM (39.18823099999994), PEP (39.37170100000001), TFC (39.64116300000003)"
"SBUX: HON (27.038911999999883), ARE (29.23743700000004), YUM (33.01285599999997), AOS (33.40436399999995), STZ (34.472967000000025), ICE (35.20841899999996), PEG (35.216156999999974), BALL (35.29921199999994), FDS (35.43038800000008), CHD (35.66840599999999)"
"STT: IP (41.55460200000002), RTX (45.04300900000003), LYB (48.521478000000045), EQR (49.62594200000006), CTSH (49.89194299999991), WY (53.723623000000096), PM (53.97591999999994), KIM (54.89346199999995), TXT (55.00258299999999), FE (56.13608999999996)"
"STLD: LLY (31.20357199999998), AVGO (33.80680599999998), PWR (45.64785399999999), ANET (45.726394000000006), FICO (46.591497), ON (48.55864500000004), PANW (53.885742000000064), ALB (60.16370599999999), NUE (60.19882700000006), CDNS (60.863345)"
"STE: WM (21.315144999999987), NEE (22.929142999999943), AON (23.04307100000001), DOV (23.150313999999984), AWK (24.16522000000003), RVTY (24.19501700000001), TXN (24.224231), ADP (24.737661999999997), ABT (24.906606999999912), MCD (25.27631099999996)"
"SYK: MCD (18.348183), ROP (19.18985700000002), WM (23.06204499999996), IEX (23.07735099999997), AIZ (23.843640000000008), ITW (24.690021), PAYX (25.330301999999957), VRSK (25.668681000000014), CINF (28.050823), KDP (28.052615000000024)"
"SYF: PPG (35.65671400000006), WHR (41.328531999999946), WY (41.71477199999999), LKQ (43.02355800000006), EXPE (45.8220600000001), EMN (47.73987600000002), FFIV (48.21752099999999), HIG (48.54041099999992), SEE (48.628911000000045), NWS (50.99575899999996)"
"SNPS: CDNS (10.600597999999994), AVGO (15.46206900000001), CPRT (17.268292000000006), KLAC (17.637393000000024), ANET (23.91444100000002), PWR (24.51878599999999), ODFL (26.566125000000003), ON (28.05410400000001), PGR (32.12437300000008), AJG (33.45881100000004)"
"SYY: XEL (30.184377000000023), CSCO (31.576375999999968), ALLE (33.07586500000002), LNT (34.11698300000002), ROST (35.47482800000001), YUM (36.00642099999998), MKC (36.28731399999999), AEE (36.69397099999998), COO (37.49200200000001), FI (38.71080700000008)"
"TMUS: NDAQ (22.30200099999999), A (22.901374999999987), CHTR (23.127749000000023), ADI (23.178160999999974), AON (23.225307000000026), HD (23.78112), SPGI (24.302287000000028), ACN (24.546529), COST (24.795923), MCO (24.941522999999997)"
"TROW: BLK (19.99529399999998), APH (22.774385999999968), ROK (25.272602000000017), AME (25.396688000000022), HD (25.74360999999998), PAYX (27.92761899999997), MLM (28.177779999999984), DOV (28.921652999999942), AON (29.84496599999998), CBRE (30.00226700000002)"
"TTWO: CDW (28.833471), POOL (30.575650999999954), MSFT (32.996585), ADBE (33.96271599999995), INTU (34.191034), MPWR (35.28497500000003), ISRG (36.623354000000006), PODD (36.75591000000008), RMD (38.18852999999995), CRL (38.30547800000005)"
"TPR: DD (50.69340700000005), TXT (59.744454999999945), IP (59.974733999999984), LYB (66.14539299999983), WAB (70.79388700000001), LUV (71.2585740000001), STT (71.54389400000005), FDX (72.3357749999999), PRU (73.73254899999992), HAS (74.63058299999989)"
"TRGP: DVN (38.90986800000003), MRO (43.86563800000005), MOS (57.842554), CF (68.40129899999991), COP (71.99559099999999), BG (78.29089800000001), F (80.53103600000009), ADM (80.76107400000005), KR (86.02449099999997), BBWI (86.87074500000006)"
"TGT: MCO (22.302839000000017), CTLT (27.546268999999967), CHTR (28.769406999999937), SHW (28.952095), A (29.45658400000004), TRMB (30.363361000000012), RVTY (30.417972999999943), TYL (30.933255000000013), IQV (30.98503099999996), ACN (32.061153000000026)"
"TEL: JBHT (21.240884000000023), LH (22.53683600000001), EXPD (23.38221700000005), PNC (23.483400999999937), COF (25.667009), APTV (26.142323000000022), AXP (26.683397999999965), BLK (26.996588000000003), DGX (27.398165000000017), GS (27.408808999999916)"
"TDY: MA (18.157470999999965), TMO (20.618504999999963), DHR (24.439379), SPGI (25.427299999999995), RMD (25.76508299999998), A (26.596443), PLD (27.26180199999998), ACN (27.904030000000056), BRO (28.08239099999996), GOOGL (28.098182)"
"TFX: FI (29.318227999999984), NEE (30.012478000000016), AWK (30.46259300000004), VRSK (31.731401999999985), DG (31.811151999999996), TYL (32.481698999999985), IEX (32.847875000000016), DLR (33.731706000000024), AMT (34.01839299999997), CHTR (34.246312999999994)"
"TER: LRCX (23.77510000000003), IDXX (24.12281800000001), NOW (25.659247999999945), ADBE (27.19669899999997), POOL (28.12274900000005), WST (28.181891000000014), MSFT (28.288099000000003), INTU (29.726257999999984), MSCI (29.977563999999983), AAPL (30.206845999999903)"
"TSLA: AMD (29.37150199999996), GNRC (42.167406000000064), PAYC (42.21969599999997), NVDA (44.814165999999965), ENPH (50.235990999999984), MTCH (51.401645), FTNT (52.77386400000004), CZR (54.38848499999997), MPWR (56.25746100000016), CDNS (60.007162)"
"TXN: COST (20.79467000000001), IQV (21.18444500000001), PLD (21.36063299999998), WM (21.72198400000007), XYL (22.671741), NDSN (23.08044200000001), EL (23.11940500000001), DOV (24.176127999999988), STE (24.224231), NDAQ (24.382846999999984)"
"TXT: PRU (32.499781), IP (38.45709699999992), ESS (43.43876800000007), WY (45.315607999999926), GD (45.716763000000014), EMN (46.44151899999993), HBAN (47.884742999999744), EQR (48.011858999999966), BK (48.76969300000003), TFC (49.00476300000005)"
"TMO: DHR (14.67308499999997), PLD (16.464816999999982), ACN (17.24991400000002), MTD (17.49004000000002), UNH (19.146600000000007), SPGI (19.485579000000023), ZTS (19.663606999999967), NDAQ (20.191595000000017), COST (20.217923000000017), RMD (20.459719000000003)"
"TJX: LMT (27.52838799999998), AFL (27.584929999999957), EG (28.12137400000002), EXC (28.84775999999998), HUM (29.495086999999973), NOC (31.854996999999976), MCD (33.21506000000003), AIZ (33.883899000000085), ITW (34.10713599999991), VMC (34.509110000000035)"
"TSCO: SBAC (27.031726999999965), AMP (27.34627299999996), UNP (29.751054000000018), ABT (30.558310000000088), MS (31.936466000000006), NSC (33.974421000000014), AME (34.342001), DOV (34.554529999999936), J (34.654646999999926), FDS (35.10405100000003)"
"TT: CRL (23.28780199999999), UNH (23.549001000000025), MSI (24.397753999999978), BX (24.494107999999983), DHI (24.682158), CTAS (24.88211199999993), CSGP (24.908708999999995), CTLT (25.49968), ZTS (25.76615100000001), TECH (25.95781399999994)"
"TDG: AJG (29.108369), PHM (30.68161000000002), CTAS (32.09530799999996), PGR (32.89492199999999), MSI (38.95215399999998), PANW (39.78826899999984), DHI (42.99431099999994), ETN (44.11587100000006), AVGO (49.54085899999996), PWR (50.78163600000001)"
"TRV: PEG (23.064950000000035), HIG (23.719931999999996), GD (25.805062000000007), PEP (29.126055000000047), DUK (30.67538399999998), MDLZ (30.799081000000022), DTE (30.872168), CHRW (32.72452699999999), EMR (34.13818), UDR (35.57405799999997)"
"TRMB: A (25.368404000000027), MS (26.364787), SHW (27.377787), RJF (28.580084000000014), MCHP (28.680245000000006), TGT (30.363361000000012), GOOGL (30.69664800000004), HCA (30.71782000000004), RVTY (30.79876600000001), HD (30.87406699999994)"
"TFC: NTRS (21.987153999999983), HBAN (28.731309999999965), UDR (34.38304600000004), DUK (35.097714999999965), HIG (36.103009999999976), PEG (36.74208200000006), GL (37.813538), GD (38.41952799999999), WTW (39.46145599999997), SWK (39.64116300000003)"
"TYL: CHTR (24.413909999999984), NDAQ (24.95588599999997), NEE (26.207504000000004), TMUS (26.296557999999937), HD (26.50349000000006), COST (26.896772), ACN (27.24122499999997), ANSS (27.81738799999996), MCO (28.15840100000007), AWK (28.24603000000006)"
"TSN: SYY (39.23813499999997), LNT (41.963952000000006), GL (42.173032000000056), CSCO (46.035622999999966), HON (46.62810800000013), DTE (46.63245999999992), ALLE (47.459955000000086), NI (48.06211999999994), O (48.19509500000011), COO (48.75786400000008)"
"USB: BK (33.28424600000009), EQR (35.953324999999936), RTX (36.68457799999997), AVB (37.026643999999976), MTB (43.000453000000086), C (43.16281199999992), KO (43.39971699999996), FE (45.39981199999991), ESS (45.87408999999999), TXT (49.36281699999997)"
"UDR: PEG (28.344799999999967), KO (30.230243000000023), CMCSA (31.084069999999947), DUK (32.74365800000001), GD (32.850624999999965), DTE (33.59336300000003), WTW (34.04297300000002), EMN (34.14892599999997), TFC (34.38304600000004), PG (34.78934099999998)"
"ULTA: TJX (38.44179800000007), ADP (39.38837799999997), AFL (41.23345700000007), NVR (43.70481800000002), WRB (45.84738800000009), APH (47.832561000000005), MMC (49.95916399999989), MLM (50.32598399999994), ABBV (50.37256899999997), RJF (50.716494000000026)"
"UNP: AXP (21.885279999999973), HLT (22.71834000000001), ADP (23.90788899999996), ITW (24.35176499999996), ABT (24.715922), AME (24.740692999999983), NSC (26.01118399999998), STE (27.091999999999945), ARE (27.186043999999978), WM (27.93776199999992)"
"UAL: HAL (77.378807), INCY (78.69255400000003), RCL (82.7548659999999), OXY (85.94195199999962), DAL (86.82702300000001), MHK (88.35018700000013), CCL (89.393158), APA (94.67519400000012), AAL (96.53879199999994), WDC (105.46655799999996)"
"UPS: JCI (27.741937999999934), CHD (28.098248000000048), PSA (29.77658100000004), IPG (31.125662999999967), MKC (31.74846600000003), PG (33.632962000000006), NXPI (33.94906), JBHT (34.215273999999944), APD (35.65111900000001), BALL (36.31089799999995)"
"URI: ALB (26.52329599999996), NUE (36.817135000000064), DHI (37.41318099999996), TT (39.246894), AXON (40.59642499999993), ODFL (41.02935999999994), PANW (41.23531600000005), AJG (41.845258), ETN (41.89650299999989), CRL (42.25738899999998)"
"UNH: ACN (17.743169000000023), TMO (19.146600000000007), BRO (19.920888000000023), PLD (20.652593), COST (21.108541), DHR (21.255090000000006), A (22.39892200000003), RSG (22.43483400000006), MTD (23.309099000000007), MSI (23.315094999999957)"
"UHS: FRT (49.55587699999984), BXP (49.83442700000007), EIX (52.09234499999998), CL (52.83594699999988), T (54.85237599999997), REG (55.03342800000008), PPL (57.22236200000004), VTR (58.739302000000045), WFC (60.3629679999999), K (62.6433910000002)"
