Ticker and Top 10 Smallest DTW Values
"MMM: IFF (64.59623699999999), LUV (64.86370299999994), C (66.637784), SEE (67.8945220000002), USB (69.87554999999999), D (72.63510799999996), IP (75.76776599999985), HAS (81.93592299999982), MDT (83.92115999999997), DIS (85.9885260000003)"
"NVR: MCHP (38.62132100000004), GOOG (38.797438999999926), GOOGL (39.57568800000004), STE (39.61649499999999), LIN (39.94480699999998), EQIX (40.98736399999992), TMUS (41.581409), ITW (43.58699800000004), ADI (43.64009200000005), APH (43.77687000000012)"
"NXPI: JCI (40.97471800000001), GS (46.42823400000011), LEN (46.629764), JBHT (47.44264399999984), MLM (47.843464999999945), BLK (48.582742), HLT (49.23144300000011), LH (50.923158), AME (52.35955000000008), CBRE (53.26187200000025)"
"ORLY: AZO (24.65286700000001), ACGL (34.796552999999946), PH (35.84609899999989), GWW (36.24337499999993), COST (36.47346999999989), LIN (38.28215699999998), AON (38.35770099999999), TMUS (39.032055999999926), V (39.56038699999996), MMC (40.15430300000001)"
"OXY: EQT (85.28493399999986), SLB (88.83088799999996), BKR (90.99941799999992), AIG (92.20713200000036), HAL (93.17487799999988), VTR (95.4047920000001), WFC (101.19011599999976), KIM (101.85313600000008), SPG (104.76460400000002), TPR (107.67106299999996)"
"ODFL: MSFT (28.10792800000003), KLAC (33.14043099999997), MPWR (34.11558100000001), CPRT (35.12163399999996), LRCX (37.21733999999992), AAPL (39.234063), FTNT (40.18059600000002), PWR (40.41354599999998), LLY (40.78030499999998), INTU (42.39912800000008)"
"OMC: BMY (53.3722440000001), L (57.611194999999945), JNPR (58.53003000000008), IBM (61.72459799999997), SJM (63.32284200000017), HSIC (64.536247), CHRW (65.99654999999991), AMCR (66.54895799999991), WY (67.68719499999989), TRV (68.0858550000001)"
"ON: PWR (34.58146199999999), KLAC (39.748852), AVGO (42.050337000000006), SNPS (45.83444199999999), FTNT (46.00619799999999), LLY (47.03737599999996), ODFL (50.31586500000006), CDNS (51.49132399999999), CPRT (51.99688900000005), MPWR (53.22314399999997)"
"OKE: YUM (61.41429400000004), SYY (65.73557200000019), HLT (71.48411099999986), JPM (71.48787099999983), MAR (72.43125799999974), BSX (73.47308900000009), NRG (73.76139000000003), SYK (76.37631599999982), SRE (78.23960299999999), ROP (79.00724799999999)"
"ORCL: J (35.51206100000004), MCD (37.64437799999993), WRB (38.73464099999999), NOC (38.91314500000011), VRTX (40.35441299999989), PCAR (40.62853099999992), KDP (40.963463000000026), V (41.73267600000002), PAYX (42.03544999999994), ORLY (42.12954599999997)"
"PCAR: MRK (37.74567599999998), ORCL (40.62853099999992), IRM (41.61431599999992), AME (44.60430600000007), ITW (45.27027799999996), WMT (47.21154800000004), HUM (48.88509600000005), MLM (49.28572200000003), ADP (49.41380199999993), VRTX (49.42340000000013)"
"PKG: AME (36.35687900000001), WMT (36.73806399999992), ITW (38.35678500000005), CMI (38.92887499999999), HLT (39.88260900000004), TEL (40.25782300000003), JBHT (40.496005), UNP (42.3035750000001), FDS (43.144228), ROP (43.18391599999997)"
"PANW: PGR (42.665907), AJG (43.42649400000002), CDW (46.451647999999885), ETN (46.60632100000005), AAPL (47.95183500000001), TDG (49.34770699999979), URI (49.81288699999995), STLD (52.435309000000025), PHM (52.83608999999992), MOH (52.89056800000005)"
"PARA: VTRS (120.781561), WBD (122.30648900000028), ILMN (168.16725600000015), AAL (170.23383400000034), EXPE (174.25019300000005), GM (182.737195), ZION (188.1166379999996), CMA (189.3484820000003), SWKS (203.55198700000025), MHK (213.70730000000012)"
"PH: ETN (31.59672400000001), ORLY (35.84609899999989), CAT (38.53622799999997), GWW (39.393291000000026), LIN (43.221362), ORCL (43.53751400000008), AMP (44.1538970000001), TT (44.71731099999998), DHI (45.74328400000005), MSI (48.500960999999975)"
"PAYX: J (28.695912999999987), WRB (29.702647999999996), ADP (30.13331700000004), FAST (31.34820899999992), FDS (32.74137299999998), IEX (35.35377299999996), APH (35.77930699999995), AON (36.60522499999998), HUM (37.60197199999994), V (39.084425)"
"PAYC: TER (50.47511999999999), GNRC (59.12574900000005), EPAM (59.92695699999992), TSLA (59.98347399999999), IDXX (66.1025419999999), POOL (68.35101599999993), AMD (71.72827499999993), DXCM (72.69219099999991), ZBRA (74.93864900000005), ALB (78.64369600000009)"
"PNR: NWSA (41.09300499999991), MET (47.54269099999999), NWS (47.95256799999983), GS (49.10051299999996), LH (54.43442600000004), TEL (56.884408), CMCSA (57.21802199999984), COO (57.809241999999934), VMC (60.62777700000005), AEP (61.79843399999992)"
"PEP: MDLZ (25.79581999999999), SO (28.88659999999995), SRE (30.540756999999964), PG (31.49804600000001), GPC (36.534850999999975), TRV (38.15175000000005), JNJ (40.54445400000001), WEC (41.572212000000015), CB (41.92051400000006), HOLX (42.42492199999994)"
"PFE: ES (47.96948899999991), CLX (48.21941499999999), CPT (50.02080299999989), GM (52.42858299999982), MDT (53.15010000000002), BF-B (55.423326), LH (56.406720000000064), PSA (56.72549699999996), GLW (56.95254599999984), HRL (58.66849000000019)"
"PCG: CCL (60.44030700000004), VTRS (103.64775199999978), AAL (112.65840999999996), NCLH (137.51765800000038), VFC (157.17101500000035), GE (239.1001689999997), WBA (242.79927999999992), RCL (282.7283330000004), PARA (287.2998270000009), APA (292.3661849999999)"
"PM: KO (45.61104300000004), GD (48.28513200000004), ED (51.82689400000008), SJM (60.02072599999974), DUK (60.79953799999996), GL (61.14155300000014), RTX (61.166890000000194), CNP (61.455804999999934), KMB (61.546532000000056), CAG (61.63138699999988)"
"PSX: GD (44.53462500000006), TRV (48.29450699999999), HIG (56.06312599999993), STZ (60.65758299999997), CB (64.726004), EMR (65.56439999999984), BKNG (66.68735299999985), CNP (70.14655699999999), SRE (73.998304), EXC (76.52750299999998)"
"PNW: BDX (52.4335990000001), ETR (53.661998000000125), NI (60.29356899999993), PEG (61.86892900000001), FE (62.64538000000015), MDLZ (62.84599000000005), CHRW (63.90593900000003), DUK (67.94614099999993), RTX (69.39881700000001), CMS (69.913466)"
"PXD: EOG (42.30402299999996), BG (46.765329), MET (51.851810000000114), XOM (55.16245399999992), CVX (59.53428300000003), CB (62.67184799999979), NWS (65.54719999999993), SNA (67.61037599999983), PFG (68.04178399999986), FANG (68.27703499999986)"
"PNC: CFG (37.49867299999998), BAC (41.7529449999999), CPT (42.133647), FITB (43.60085900000009), RF (44.71901599999994), AES (45.70333999999993), WAT (47.43792800000004), MAA (50.8747920000001), APTV (53.817282000000034), ZION (53.823999999999984)"
"POOL: IDXX (34.815612000000044), TER (37.33559400000001), INTU (38.10277400000002), TTWO (42.14067199999992), TECH (45.37662199999991), ZTS (45.84090600000012), EW (47.919394), ADSK (48.16485000000001), AMZN (48.24832599999999), WST (48.73907999999999)"
"PPG: WY (49.58391399999993), AVB (50.68415600000005), RTX (58.42959300000007), L (58.86333000000003), CHRW (59.03624600000001), CMCSA (59.64916299999992), DVA (59.94472899999989), JNPR (61.150173000000144), EQR (61.56525599999998), SYF (62.15259000000013)"
"PPL: K (58.58204299999999), MO (59.51870699999995), CPB (62.862078000000025), EIX (64.24995999999992), T (64.88925499999988), FRT (70.04660199999994), PNW (77.3156120000003), CL (79.18484799999992), UHS (84.24183300000021), HST (85.58051599999988)"
"PFG: GS (35.75653099999989), TEL (38.179292000000025), LH (40.56584799999995), JBHT (42.80262999999994), CVX (45.34563400000003), MET (46.23437400000008), GPC (48.165784999999936), EXC (52.75548000000003), CMI (53.27129599999992), PKG (53.94742399999999)"
"PG: PEP (31.49804600000001), CHD (31.73396899999993), SO (32.03035699999997), MDLZ (36.866743000000014), AMGN (42.895833000000046), ATO (44.320693999999975), PEG (44.38838699999999), WMT (44.78038000000008), SNA (44.836433999999954), COR (45.30844400000003)"
"PGR: AJG (25.778498999999965), CTAS (31.97410100000003), PWR (35.01141000000001), AAPL (36.68701500000009), MSI (36.94806500000004), CDW (38.43585899999996), LLY (39.84024199999997), MSFT (40.267218000000135), AVGO (40.96477599999996), SNPS (42.449590999999934)"
"PLD: ZTS (26.261044999999974), ACN (30.85167800000004), A (32.65767099999996), DHR (33.66870099999997), DPZ (35.063716000000035), LYV (35.308407999999964), SHW (37.68229800000004), EW (38.38920100000008), IQV (38.93256000000007), NDAQ (38.93476999999999)"
"PRU: L (45.71853300000004), TXT (49.448530000000034), WY (51.44628599999987), BK (53.128151000000045), GD (54.44567300000014), LYB (55.95542500000007), CNP (56.0323129999998), PEG (57.88965999999999), AMCR (58.41202099999994), HBAN (59.00933999999992)"
"PEG: SO (31.694607000000023), TRV (33.938469000000026), DTE (36.08914400000005), GL (39.67943499999995), DUK (39.82685899999997), JNJ (41.380631999999935), WTW (41.70338900000004), AEP (42.72177100000001), AMGN (42.74632799999993), GD (43.05552500000006)"
"PTC: RSG (40.994073000000114), BR (42.037170999999965), BRO (42.407565000000126), HLT (43.71585000000005), MMC (43.9608010000001), ADI (45.575900999999874), ROL (45.738777000000006), WRB (45.925141000000096), CSX (45.966774000000015), AON (47.34516700000008)"
"PSA: GPC (38.10311800000001), UPS (40.2552010000001), JCI (44.040645000000175), LH (47.01449400000006), BLK (48.25066999999973), CPT (48.29196300000003), MKC (51.13126700000016), DGX (52.33255099999997), TEL (53.04401300000005), MAS (54.23464599999991)"
"PHM: DHI (36.16318799999996), ETN (36.179404000000034), TDG (41.09210599999994), HUBB (46.63247000000004), AVY (51.40570899999992), ACGL (51.48237100000003), RSG (52.63664500000007), PANW (52.83608999999992), PH (53.36665400000012), CDW (54.790766000000026)"
"QRVO: TROW (53.143934999999935), SWKS (57.78363200000001), NEM (61.40680900000007), TRMB (63.17349099999984), EL (63.75185199999994), KMX (64.49385099999986), APTV (66.44371599999988), SBAC (66.58497599999988), AES (66.83559400000007), RMD (67.16744599999987)"
"PWR: LLY (30.79101100000003), SNPS (34.40298700000004), ON (34.58146199999999), PGR (35.01141000000001), KLAC (35.65646000000001), AJG (37.73408900000004), AVGO (38.13310699999996), ODFL (40.41354599999998), CDNS (40.68312099999992), FICO (44.48261600000004)"
"QCOM: TYL (47.790732999999975), SBAC (48.282052999999976), STX (49.96676300000002), CBRE (50.687642999999895), AMT (51.713609), RVTY (51.77526299999992), EXR (51.94445000000003), NKE (54.30716500000008), SCHW (55.873179999999984), AWK (56.80378099999998)"
"DGX: EXC (35.19071099999995), TEL (35.43407699999998), LH (40.61496600000004), JBHT (40.69323399999991), AXP (40.747004), MAS (41.30480100000003), CMI (42.50550799999998), LNT (43.74023600000008), UNP (43.92958600000021), GS (44.381919999999965)"
"RL: BK (74.98474199999993), CTSH (81.88901300000028), IBM (82.62116699999999), CTRA (83.61424600000021), BWA (84.04728400000012), DD (85.3358550000001), KIM (88.72948799999966), WY (89.16207199999985), OMC (89.40314799999983), WAB (93.26140500000004)"
"RJF: ABBV (37.85430399999999), EQIX (38.74621799999994), APH (41.88520699999991), HCA (43.544877999999954), MS (44.31905299999999), DOV (44.84838400000011), ADI (45.546409), STE (46.86704100000004), HPQ (48.96115300000001), ROK (49.20407400000007)"
"RTX: FE (49.66964999999997), CNP (50.53301200000009), L (50.97597400000002), DUK (53.168824999999984), BK (54.59935099999984), KO (54.68897900000001), WY (57.11490400000011), AMCR (58.382025000000034), PPG (58.42959300000007), ESS (58.992651999999936)"
"O: BF-B (38.76473200000003), EVRG (38.85274399999992), AEP (40.94368999999988), ETR (45.82278899999992), DUK (47.6051800000001), NI (48.37387499999988), HRL (51.255922999999925), ECL (51.6617610000001), CMS (51.78409000000008), KO (55.52792400000022)"
"REG: HSIC (56.025674000000194), MO (56.59414899999978), IBM (62.37282400000013), AIG (62.90691000000006), CAG (66.14410200000009), EIX (66.57551900000011), KMB (72.689094), CTSH (75.64887299999984), UHS (76.05553100000003), BK (76.107075)"
"REGN: BG (62.374593), CAH (70.52482499999988), GIS (70.753494), LKQ (76.517034), XOM (78.94726900000005), KR (81.23717400000004), PXD (83.13690200000012), AKAM (83.97571300000004), OMC (84.30162300000006), GD (85.86552800000005)"
"RF: PNC (44.71901599999994), BAC (49.42383800000017), AXP (51.1935280000001), NSC (52.412198999999966), DOV (53.22737499999997), ABT (54.55883299999986), VLO (55.262624), CE (55.46585300000002), TEL (55.98749600000003), CFG (57.47764900000001)"
"RSG: MMC (22.22030699999994), BRO (27.38803699999999), WRB (30.68453500000001), LIN (30.95308499999997), COST (31.096428000000067), UNH (31.120131000000036), V (31.35794700000003), MA (32.48668999999999), ROL (32.68850499999999), TMUS (32.70084000000001)"
"RMD: ZTS (39.448661), PLD (40.62133899999991), CRL (40.87460499999988), A (40.95274900000007), DHR (42.208940999999946), BIO (42.2096539999999), EW (42.28995499999997), MTD (42.983215), TMO (44.57373299999993), TECH (44.58742799999999)"
"RVTY: TRMB (35.07352899999991), A (40.92672499999992), EL (41.19856799999991), TROW (41.55070899999994), TGT (41.591843999999895), EXR (41.642409), SBAC (43.991591999999926), MAA (44.98171499999995), PLD (46.84278199999996), CHTR (47.57462199999992)"
"RHI: COF (43.20880499999996), JCI (51.949881000000026), GEN (53.035394000000025), APTV (53.69586199999995), CBRE (54.41774000000005), FITB (55.10062099999999), SWKS (57.11648799999998), SCHW (59.27098600000013), BLK (62.16107399999993), HSY (62.24411199999992)"
"ROK: APH (38.466834000000006), MLM (39.694873000000015), ITW (39.89654000000016), BLK (41.11669000000009), DOV (43.08048800000008), HLT (43.492563), NDSN (45.592978), MCHP (46.221033999999975), ADI (46.382333), NVR (46.71247099999994)"
"ROL: RSG (32.68850499999999), ADI (33.80148900000003), ADP (35.726473999999946), BRO (36.26560100000007), BR (37.49525399999993), STE (39.02431399999988), MMC (40.21851999999993), GOOGL (42.59350400000002), LIN (42.72272099999997), GOOG (42.792809999999946)"
"ROP: SYK (28.12747400000004), VRSK (33.510661000000056), APH (35.38627900000002), EXPD (36.07408099999999), IEX (36.50871099999997), V (38.26197200000007), ICE (38.864116), CME (39.318596999999926), FAST (39.6560549999998), JPM (40.01378399999995)"
"ROST: CSCO (43.798699000000056), FI (51.56567700000002), ALLE (53.61607199999995), EQIX (53.65852600000028), CHD (56.79118199999986), APD (58.05322200000008), JPM (60.348041999999865), CME (61.6429140000001), LNT (61.81441699999996), SYY (61.816812000000056)"
"RCL: DAL (90.55226400000016), LVS (98.19947599999992), DD (115.3143520000001), UAL (115.7530809999998), INCY (116.0812630000001), HAL (118.28436699999992), TAP (121.4975159999995), STT (121.50573600000048), MTB (128.10776000000016), DVA (128.1871259999999)"
"SPGI: MCO (22.400397000000023), ACN (33.015229999999995), GOOG (33.069166), CSGP (33.20247000000006), GOOGL (33.557772999999955), NDAQ (34.151085999999935), TMO (36.017577999999986), TDY (37.35650399999998), DHR (37.51441199999996), ZTS (38.49717099999999)"
"CRM: GRMN (41.74663900000005), TYL (45.03180099999997), XYL (45.9140040000001), DPZ (48.390327999999855), PLD (48.984484), ZTS (49.23086300000005), ANSS (50.45498700000008), A (50.77969499999995), META (51.054644), BBY (51.27624199999998)"
"SBAC: AMT (31.91792500000003), CCI (33.57259099999993), RVTY (43.991591999999926), ARE (44.062825999999845), ABT (45.34076999999999), DG (45.41381399999995), EXR (45.67044600000001), NEE (47.00751299999998), FMC (47.26051099999995), AWK (47.70225399999997)"
"SLB: BKR (69.74794200000018), HAL (70.62377100000016), SPG (72.29904700000003), APA (78.63709899999989), EQT (80.8216400000002), OXY (88.83088799999996), IVZ (93.62014099999978), GE (94.58557699999992), BEN (95.94844399999968), WFC (103.68489999999996)"
"STX: QCOM (49.96676300000002), CF (53.55817300000004), SBAC (53.61544299999997), TRMB (54.793153000000096), GRMN (57.299899999999866), EXR (57.39117699999988), TYL (60.6656789999999), MU (60.85772200000011), SHW (64.75454600000006), NEM (65.94125699999998)"
"SEE: WHR (45.10835900000003), SYF (63.39822199999997), MMM (67.8945220000002), DVA (74.13333499999992), BMY (77.28075599999994), JNPR (78.35725000000008), EXPE (81.381995), CVS (82.14003800000025), SJM (82.376047), HRL (85.01533200000003)"
"SRE: SO (26.46388300000002), YUM (29.63073), PEP (30.540756999999964), MRK (35.028477999999886), ALL (37.437375000000046), HON (39.03924500000008), MDLZ (39.49102200000007), DTE (40.25821999999997), EXC (41.44481800000007), ADM (42.017520000000026)"
"NOW: MSFT (31.90640200000004), ADBE (36.19723099999997), LULU (37.05051700000008), LRCX (38.57756699999994), AMAT (39.56024000000005), INTU (39.87862100000002), WST (42.926719999999975), MSCI (44.18943200000008), MPWR (44.8757), ODFL (47.11057599999991)"
"SHW: ACN (32.990211000000016), IQV (34.064784999999965), HD (35.020523000000075), MAA (35.74868700000001), DOV (35.74950799999998), MCO (36.55927600000001), A (36.9074319999999), XYL (36.91100300000006), PLD (37.68229800000004), ZTS (38.28468699999997)"
"SPG: FRT (57.00283599999996), SLB (72.29904700000003), WFC (74.74567800000008), BEN (85.26695399999956), BKR (87.21658400000022), VTR (87.829217), HAL (90.54340100000022), UHS (98.77999999999987), EQT (101.99106700000004), OXY (104.76460400000002)"
"SWKS: APTV (42.589629), KMX (51.908567999999846), COF (56.609894999999945), RHI (57.11648799999998), QRVO (57.78363200000001), EBAY (58.9633829999999), GM (61.089167000000046), TROW (61.40354700000005), FITB (65.29748899999979), ARE (68.88517900000014)"
"SJM: AMCR (51.19919299999999), JNPR (52.82504800000009), BK (54.63208299999994), HSIC (57.99235299999993), AVB (59.96975599999995), PM (60.02072599999974), CAG (60.55762900000013), IBM (61.34016699999997), CTSH (61.88681400000001), KMB (63.07837699999999)"
"SNA: MDLZ (42.21933399999996), XOM (43.84576400000004), PG (44.836433999999954), SO (46.118941), GPC (47.2276429999998), IPG (50.2501829999999), PEP (50.89515199999998), MNST (52.65117500000013), PEG (53.211174999999855), VMC (53.48911600000004)"
"SO: SRE (26.46388300000002), PEP (28.88659999999995), PEG (31.694607000000023), PG (32.03035699999997), MDLZ (33.81174300000001), DTE (38.74564000000003), STZ (40.49530099999998), WTW (41.57232399999994), HON (41.68725699999993), ALL (42.09151499999994)"
"LUV: MMM (64.86370299999994), PEAK (69.26725299999983), C (74.77357900000008), IFF (83.92013), DAL (87.50406499999985), HAS (88.47770900000016), USB (90.7504379999999), TSN (90.80462099999994), ESS (95.25382099999996), VFC (97.09747599999996)"
"SWK: KEY (55.489034999999966), TFC (57.813562), FIS (62.29244800000008), ARE (70.03361499999998), ZION (70.35441699999994), KMX (70.85610899999993), INTC (72.53147599999981), CFG (74.9996369999998), BAX (75.3983250000001), DIS (75.93675899999997)"
"SBUX: AOS (39.81707999999996), ICE (43.12798399999999), CHD (44.272104), EXC (45.15431599999991), HON (45.91405899999987), CSCO (46.749593000000026), PEG (47.487344999999976), EXPD (48.763749), ATO (48.99588399999992), CINF (49.72983199999999)"
"STT: IP (58.753627), EQR (62.42579200000004), CTSH (63.46606099999989), WY (68.62376900000007), BK (68.65834999999998), RTX (69.38809800000006), KIM (71.76122399999993), DD (73.6777560000003), MTB (75.63718000000004), AVB (76.73715600000003)"
"STLD: AVGO (44.74647100000002), AAPL (46.872216), LLY (50.35477599999999), AMAT (50.36656100000005), MSCI (51.55166899999993), PANW (52.435309000000025), CPRT (53.71551100000002), ANET (55.356424000000125), PWR (56.01066399999993), ON (57.75373200000001)"
"STE: LOW (35.29417899999999), DOV (35.37096099999992), MCO (35.499599), VRSN (36.05329899999998), BR (36.13862699999997), ADP (36.33496499999993), UNP (36.41074899999991), EQIX (36.757135999999946), TXN (37.134606000000055), V (37.19661099999987)"
"SYK: ROP (28.12747400000004), MCD (29.603577999999963), ITW (32.790711000000044), VRSK (34.55777899999992), IEX (36.95318199999991), AME (37.046171), APH (37.21451399999991), DRI (39.252251000000015), V (39.763316), AIZ (40.39959399999994)"
"SYF: WHR (52.68127499999998), EMN (55.29147699999995), FFIV (57.740807), PPG (62.15259000000013), SEE (63.39822199999997), WY (77.25789200000006), MDT (81.17624500000011), DLTR (81.56160199999995), NWS (82.18868999999987), UDR (85.46583200000012)"
"SNPS: CDNS (16.161416999999986), CPRT (23.49908000000001), AVGO (26.241723999999977), KLAC (26.513859999999912), LLY (28.110979000000025), ANET (33.287190000000045), PWR (34.40298700000004), FICO (39.488695000000064), PGR (42.449590999999934), ODFL (44.97623700000005)"
"SYY: XEL (35.45664500000001), LNT (40.74084900000001), AEE (42.450217), DTE (45.68035199999999), YUM (48.094269), ATO (48.75269300000007), ETR (49.69930300000007), ALL (50.08155899999994), EA (50.241194999999806), HON (50.715970000000105)"
"TMUS: AON (28.358168000000017), ADI (31.36356499999996), RSG (32.70084000000001), WM (33.372893999999995), BRO (33.60034500000007), COST (33.912532), V (36.32977300000002), AZO (36.55318199999988), FAST (37.33298400000002), GOOG (37.44061200000001)"
"TROW: EBAY (40.38699999999996), RVTY (41.55070899999994), CPT (42.45398199999997), TRMB (43.441948000000025), FITB (46.69947700000007), MAA (49.08572899999999), SBAC (49.67848400000012), CCI (49.73105900000007), ARE (50.307794), EXR (51.32626899999992)"
"TTWO: POOL (42.14067199999992), AMZN (45.72279199999996), ZTS (46.67385699999991), GRMN (47.75052200000002), ADBE (49.16158399999988), INTU (49.92199000000006), IDXX (52.98869699999997), KEYS (56.729526999999976), PLD (58.11110099999989), ADSK (59.70472600000005)"
"TPR: STT (78.99677999999996), DD (81.648632), HAL (91.26369899999996), PRU (92.19156199999988), KIM (92.47182899999991), BWA (92.4742260000004), LYB (93.14054799999992), FDX (94.8596959999998), BK (95.18502199999983), IP (95.48633699999998)"
"TRGP: MRO (62.86533599999996), COP (84.4839840000002), BG (86.69956299999997), DVN (86.85812600000003), COR (95.20924700000032), HES (100.5275690000003), MPC (100.58654999999978), IRM (101.45442599999976), MCK (102.677906), NXPI (107.25487499999988)"
"TGT: RVTY (41.591843999999895), TRMB (47.688196000000005), CHTR (47.88956599999995), DG (49.10401200000003), NEM (51.44678600000003), EW (55.66226599999995), EL (57.59662200000006), QCOM (59.25973600000011), TECH (59.6226590000001), RMD (60.13278200000007)"
"TEL: LH (30.074853), EXPD (33.538294000000064), JBHT (33.63226700000005), AXP (33.80845199999995), DGX (35.43407699999998), UNP (36.43694400000005), GS (36.86689699999996), PFG (38.179292000000025), CMI (38.83666599999999), BLK (39.614313)"
"TDY: TMO (33.39058299999998), SPGI (37.35650399999998), MA (39.48756499999995), DHR (39.598621), EQIX (42.384400999999954), TXN (43.17092100000002), CSX (43.60075500000004), NDAQ (44.33615700000004), CAT (44.68334000000005), TT (44.87819499999998)"
"TFX: GPN (41.46156600000006), DG (44.80656599999988), CHTR (47.37700300000003), CCI (48.50352999999993), SBAC (51.49145199999995), TROW (51.52867899999989), EXR (51.786073), NEE (52.86906299999999), RVTY (54.53126199999996), TRMB (54.86397299999992)"
"TER: IDXX (35.12666800000004), POOL (37.33559400000001), PAYC (50.47511999999999), INTU (54.34909199999999), ADBE (54.58613199999993), DXCM (56.10566799999992), ADSK (56.46453399999989), AMZN (57.28259499999989), TECH (57.8346410000001), NOW (58.24719600000001)"
"TSLA: AMD (46.24992299999993), PAYC (59.98347399999999), ENPH (82.03788199999994), NVDA (91.29672100000003), CZR (91.62530099999996), PODD (95.1169669999996), DXCM (100.587744), NFLX (100.88472999999982), IDXX (101.61391999999988), FTNT (107.30804400000012)"
"TXN: NDSN (32.766001000000045), NDAQ (35.879135999999995), CSX (35.99688099999997), WM (36.79142900000001), STE (37.134606000000055), ELV (37.722347000000006), J (39.15598599999994), TMO (39.91975099999992), ADP (40.31773100000002), NEE (41.17783799999998)"
"TXT: PRU (49.448530000000034), GD (54.7322040000001), LYB (55.0681620000001), L (55.40997499999988), CNP (63.60742599999996), WELL (64.85956300000005), PM (68.14479900000005), DUK (69.26784399999993), WY (69.28521699999999), HIG (69.72845499999988)"
"TMO: DHR (23.25783299999998), NDAQ (29.651183000000028), MTD (32.02181200000007), TDY (33.39058299999998), A (33.782633000000025), SPGI (36.017577999999986), TXN (39.91975099999992), AVY (40.06527799999992), NEE (41.727434000000045), AWK (42.07613900000008)"
"TJX: AFL (31.919666999999937), EG (33.346858000000026), LMT (38.89740500000005), MCD (40.21905299999993), CBOE (41.41821899999994), CI (44.229912000000006), VMC (44.39801399999998), BRK-B (45.48366099999989), ATO (46.43979699999998), BKNG (47.23780699999991)"
"TSCO: MS (42.43539199999994), UNP (42.76178899999998), AMP (43.17886699999996), ADI (45.87942499999999), AME (46.09057999999997), IEX (47.91202599999999), J (48.06355799999989), HES (48.29919299999979), DOV (48.50987699999989), HLT (49.23700300000014)"
"TT: MSI (32.572729999999986), DHI (34.71362699999995), CTAS (36.05040300000002), CSGP (36.975703), MSFT (40.48835099999993), BX (41.03035999999993), IT (41.62853199999992), GOOG (41.64891099999992), INTU (41.94797699999995), ACN (43.175081000000034)"
"TDG: CTAS (33.05896699999994), MSI (38.535270999999874), PHM (41.09210599999994), AJG (42.79938099999992), CDW (43.06076399999996), PGR (46.12409499999996), UNH (46.88312199999997), BRO (48.98661200000001), PANW (49.34770699999979), DHI (52.05729399999996)"
"TRV: HIG (31.998894), GD (32.99101199999997), PEG (33.938469000000026), PEP (38.15175000000005), EMR (38.26888599999998), DUK (38.93236699999996), MDLZ (39.29555399999997), JNJ (44.35250100000004), SO (45.61213300000005), CB (45.98802299999992)"
"TRMB: RVTY (35.07352899999991), TROW (43.441948000000025), TGT (47.688196000000005), EXR (47.97012599999999), CHTR (48.01611600000001), A (50.20131999999998), MAA (50.25702199999992), TECH (51.76920000000012), EL (51.837430000000055), SBAC (52.880802999999965)"
"TFC: NTRS (37.72496799999997), DIS (48.88379600000002), UDR (54.40071399999997), KEY (54.699861999999925), SWK (57.813562), MDT (60.11921500000004), TSN (64.15087099999984), HBAN (66.25922400000003), EMN (66.41894900000001), GLW (74.04533899999986)"
"TYL: ANSS (36.30816399999995), SHW (38.78647599999998), ACN (38.81062799999998), CRM (45.03180099999997), AWK (45.88182700000008), HD (46.35111700000001), PLD (47.31859100000008), QCOM (47.790732999999975), EW (48.19757600000008), NKE (49.08895099999996)"
"TSN: TFC (64.15087099999984), BALL (65.2718989999999), NTRS (65.61941799999995), ARE (65.66129500000005), MDT (69.0341340000002), UDR (73.09903599999993), PFE (76.24455800000025), O (76.63302700000015), SWK (78.168648), ESS (78.6069109999999)"
"USB: EQR (49.56885299999995), C (50.57139199999989), IP (58.45234600000008), AVB (59.21297600000005), BK (59.83130800000008), MTB (60.178792000000094), ESS (63.435265999999935), MDT (64.73949099999996), HAS (65.0539039999999), RTX (65.29433200000003)"
"UDR: AVB (43.97025699999987), EMN (44.03678299999986), CMCSA (45.40430500000004), DTE (45.80700800000012), MDT (45.86882500000017), ESS (48.77311499999988), CLX (49.64450099999995), ALLE (52.80629000000002), CHRW (52.88383600000007), NTRS (53.148977999999886)"
"ULTA: DOV (53.039193), BLK (54.18973599999995), AVY (55.98266099999995), ADP (57.64134999999997), PSA (58.02774200000009), HD (58.94653299999999), NVR (59.38928099999992), IQV (59.8218339999999), PAYX (60.66642800000013), DRI (61.63223599999993)"
"UNP: AXP (31.304879999999912), DOV (34.13372099999998), ABT (34.138253000000006), NSC (36.21803400000002), STE (36.41074899999991), TEL (36.43694400000005), CMI (38.81566100000005), EXC (39.4988719999999), HLT (39.94206000000001), WRB (40.056002000000014)"
"UAL: INCY (90.087323), DAL (98.98433699999978), DIS (102.72053099999977), MMM (103.35722800000016), MHK (103.55528000000008), EXPE (105.74041099999975), SEE (108.03204400000008), WDC (114.08414899999995), PEAK (114.95689500000007), RCL (115.7530809999998)"
"UPS: JCI (40.17751099999995), PSA (40.2552010000001), MKC (42.33223600000006), GPC (46.420056999999936), IPG (46.45878699999988), JBHT (50.60361699999986), NXPI (54.41262999999992), ADM (56.376759000000185), XEL (59.708944), CHD (60.00977900000008)"
